address,city,lat,long,name,province
14 S Main St,Medford,39.899083000000005,-74.823696,Lower Forge Brewery,NJ
2001 32nd Ave N W,Rochester,44.044728000000006,-92.51052800000001,Lts Brewing Co,MN
3862 County Road 150,Interlaken,42.627871,-76.710155,Lucas Vineyards & Winery,NY
24059 S Municipal Dr,Channahon,41.446134,-88.20461999999999,Lucenta Tire,IL
438 Chestnut St,Conneaut,41.948244,-80.56376,Luce's Trackside Bar,OH
28275 Alta St,Gonzales,36.49751,-121.434372,Lucia Vineyards & Winery,CA
6020 Culligan Way Minnetonka Mn 55345,Minnetonka,44.89536454,-93.44967434,Lucid Brewing,MN
11941 Centennial Road La Vis,Omaha,41.169740000000004,-96.09969,Lucky Bucket Brewing Company,NE
915 S E Hawthorne Blvd,Portland,45.51251974,-122.6564419,Lucky Labrador Brew Pub,OR
7675 S W Capitol Hwy,Portland,45.46892902,-122.7096189,Lucky Labrador Public House,OR
1295 S Commercial Way S E,Albany,44.629773,-123.05473300000001,Lucky Larry's Lounge,OR
219 S Second St,Miamisburg,39.63912,-84.288124,Lucky Star Brewery,OH
219 S 2nd St,Miamisburg,39.63912,-84.288123,Lucky Star Brewery Llc,OH
135 N Main St,Monticello,42.74668,-89.59461,Lucky's Farm Tavern,WI
At Terminal A,Boston,42.39011,-71.14218000000001,Lucky's Lounge,MA
11261 W Leland Ave,Beach Park,42.42529039,-87.85039889,Lucrative Lucci's,IL
503 E 13th St,Stuttgart,34.491237,-91.54780600000001,Ludwig Distributing Co,AR
112 W Carpenter St,Moberly,39.413193,-92.43699000000001,Lula's Tavern,MO
214 Davis Rd,Magnolia,39.86249,-75.038388,Lunacy Brewing Co,NJ
2243 Mission St,Sanfrancisco,37.761157,-122.41918000000001,Lupulandia Brewing Co,CA
570 Humbolt Dr,Big Lake,45.331394,-93.739265,Lupulin Brewing,MN
214 S Water St,Sparta,43.942845,-90.811094,Lynda Lou's Llc,WI
334 E Cuyahoga Falls Ave,Akron,41.110490000000006,-81.505256,Lynn's Bar,OH
4821 Grove Barton Rd,Raleigh,35.870433,-78.71709200000001,Lynnwood Grill,NC
1636 S 2nd St,Fresno,36.726585,-119.77068500000001,Lyons Magnus,CA
4221 W Capitol Dr,Milwaukee,43.089733,-87.966749,M & J Cap-tap,WI
13906 W Highway 51,Sand Springs,36.12980183,-96.15217290000001,M & M Ole Time Tavern,OK
1301 Poplar St,Kenova,38.39976,-82.576458,M & P Tavern,WV
731 Mckean Ave,Charleroi,40.140948,-79.900132,M D Bar Inc,PA
1013 Niagara St,Niagara Falls,43.088806,-79.04999000000001,M J Lounge,NY
2222 Francisco Dr,El Dorado Hills,38.709678000000004,-121.085651,M R A Z Brewing Co,CA
6524 E Northwest Hwy,Dallas,32.856063,-96.74637299999999,M&m Pouring Co,TX
8008 Walnut Dr,Alvarado,32.483869,-97.236351,Mac Brew Ltd,TX
855 Heritage Park Blvd,Layton,41.08339492,-111.9819039,Mac Cool's Public House,UT
17825 N E 65th St,Redmond,47.663727,-122.10255,Mac Jack's Brewery,WA
150 Bergen Ave,Mattituck,40.986563000000004,-72.56995699999999,Macari Vineyards,NY
2510 Washington Blvd,Ogden,41.220609100000004,-111.97033540000001,Maccool's Public House,UT
202B Harrison St S E,Leesburg,39.11247879999999,-77.56263435,Macdowell Brew Kitchen,VA
5840 Airport Way S,Seattle,47.55020886,-122.31727620000001,Machine House Brewery,WA
14741 Calvert St,Van Nuys,34.1820259,-118.4545975,Macleod Ale Brewing Co.,CA
14 Eddy St,Fort Edward,43.26982,-73.58785,Mac's Bar,NY
836 N 5th St,Quincy,39.941146,-91.408149,Mac's Home Brew,IL
114 N Main St,Auburn,41.36724494,-85.05586646,Mad Anthony,IN
3085 E Campus Pointe Dr,Clovis,36.830313000000004,-119.67888899999998,Mad Duck Kraft Brewing Co,CA
502 S College Ave,Tempe,33.4252363,-111.93494869999999,Mad Hatter Brew Pub,AZ
4100 Main Saint (at Shurs Ln),Philadelphia,40.02212793,-75.21874311,Mad River,PA
195 Taylor Way,Bluelake,40.878969,-123.99301499999999,Mad River Brewing Co,CA
101 Taylor Way,Bluelake,40.878589,-123.99193000000001,Mad River Brewing Co Tstng Rm,CA
40 Van Dyke St,Brooklyn,40.674061,-74.012074,Mad Scientists Brewing Partners Llc,NY
501 Scott Ave,Des Moines,41.58124921,-93.60777919,"Madhouse Brewing Company, Madhouse Brewing Co",IA
2109 Bartillon Dr,Madison,43.12823,-89.322914,Madison Aerie 623 Foe,WI
428 Main St,Bennington,42.87835046,-73.19642402,Madison Brewing Company Pub & Restaurant,VT
49 Madison Ave,Pittsfield,42.45687,-73.25296999999999,Madison Restaurant & Catering,MA
20900 Frontage Rd #,Belgrade,45.776247,-111.177095,Madison River Brewing Co,MT
5164 Kennedy Ave,Cincinnati,39.16663054,-84.41984907,Madtree Brewing,OH
523 N Mitchell St,Cadillac,44.254220000000004,-85.40253,Maggie's Food Spirits,MI
3060 Tuscarawas St W,Canton,40.798004,-81.409667,Maggiore's Drive Thru,OH
431 Pine St,Southburlington,44.466783,-73.2146,Magic Hat Brewing Co,VT
1275 Bloomfield Ave,Fairfield,40.8616037,-74.31862431,Magnify Brewing,NJ
352 High St,Burlington,40.078035,-74.85843,"Mahoney, James: James Mahoney",NJ
1609 Hanover Ave,Allentown,40.619694,-75.43111999999999,Mahoney's Irish Pub,PA
150 Elm St,Redwood City,37.4812144,-122.22553899999998,Main & Elm,CA
830 Main St,Pleasanton,37.664481,-121.87393610000001,Main St. Brewery,CA
250 S Main St,Washington,40.167131,-80.244455,Main Street Brew House Washington,PA
23596 N W Clara Ln,Hillsboro,45.563578,-122.920928,Main Street Home Brew Supply,OR
200 N Main St,Las Vegas,36.174517,-115.144582,Main Street Station Casino Brewery Hotel,NV
525 Us Route 1,Freeport,43.83953746,-70.12134615,Maine Beer Company,ME
180 Commercial St,Portland,43.65573,-70.25271,Maine Beer Tours,ME
542 Forest Ave,Portland,43.668026,-70.280203,Maine Brewing Supply,ME
191 S Main St,Brewer,44.790478,-68.769201,Maine Motel Supply Inc,ME
407 Wilson St,Brewer,44.783702000000005,-68.750475,Maine Smoke Shop,ME
307 E Grand River Ave,Howell,42.606347,-83.92775300000001,Mainstreet Brew Shoppe,MI
24 N 2nd Saint (at Washington St),Phoenix,33.448643,-112.071453,Majerle's Sports Grill,AZ
2200 Monumental Rd,Halethorpe,39.236395,-76.672934,Majestic Distilling Co Inc,MD
253 Commerce Dr,Grayslake,42.340388,-88.022274,Majestic Foods Inc,IL
1411 N 4th St,Coeur D Alene,47.688409,-116.780905,Make Wine Make Beer,ID
531 S Poplar St,Centralia,38.52196,-89.13443000000001,Makraft Brewing Co.,IL
147 Flindt Dr,Stormlake,42.636151,-95.185761,Malarky's Pub,IA
4233 E 71st St,Cleveland,41.443213,-81.63879,Malibu Joe's,OH
31800 Mulholland Hwy,Malibu,34.09383,-118.82386399999999,Malibu Wines,CA
1604 1/2 Holman St,Houston,29.736341999999997,-95.373511,Malkovich Door Brewery,TX
902 N Roberson St,Conroe,30.31673,-95.460328,Malones Pub Conroe,TX
7101 Emlen St,Philadelphia,40.053014000000005,-75.195674,Malt House Limited,PA
11047 Pierson Dr,Fredericksburg,38.261232,-77.437005,Maltese Brewing Co,VA
246 Main St,Monroe,41.310122,-73.257525,Maltose Express,CT
5310 Russell,Wausau,44.961143,-89.703513,Man Cave,WI
4120 Main Saint (at Shurs Ln),Philadelphia,40.02225776,-75.21901131,Manayunk Brewery & Restaurant,PA
1109 Evans Rd,Ambler,40.195961,-75.245511,Manayunk Malt & Hops Co,PA
6174 Manchester Rd,New Franklin,40.937329999999996,-81.56915,Manchester Tavern,OH
13308 Fm 150 W,Driftwood,30.101235,-98.017924,Mandola Winery,TX
34 W 18th Ave,Spokane,47.639157,-117.41286299999999,Manito Brewery,WA
725 Manitou Ave,Manitou Springs,38.857037,-104.91575,Manitou Brewing Company,CO
1119 Center St,N Mankato,44.18164,-94.01369,Mankato Brewery,MN
2302 S Calhoun St,Fort Wayne,41.064285,-85.13798,Mannie's Place Tavern,IN
2102 Indianola Ave,Des Moines,41.5685724,-93.61301915,Mannings,IA
416 N 2nd St,Clinton,41.848869,-90.187929,Manning's Whistle Shop,IA
510 Manley Rd,Bozeman,45.702479,-111.038376,Map Brewing Co,MT
3 N Main St,Wilmington,42.86847,-72.87066999999999,Maple Leaf Malt Brewing Co,VT
8225 Franke Rd,Fort Wayne,41.01249,-84.969444,Maples Inn Inc,IN
111 N W Marble Ave (at 1st),Albuquerque,35.09274813,-106.6466507,Marble Brewery,NM
111 Marble Ave N W,Albuquerque,35.092552000000005,-106.64653999999999,"Marble Brewery, Advanced Locksmith Service",NM
2025 Locust Rd,Springgrove,39.808144,-76.907647,Marburg Estate Winery Ltd,PA
1089 N Collier Blvd,Marco Island,25.95311795,-81.7232417,Marco Island Brewery,FL
2320 Laguna Rd,Santarosa,38.47156,-122.84903100000001,Marcucci Farms,CA
289 Mare Island Way,Vallejo,38.100570000000005,-122.262825,Mare Island Brewing Co,CA
349 S Calhoun St,Baltimore,39.283944,-76.639237,Margaret's Place,MD
9430 Woodlawn Dr,Brewerton,43.226784,-76.143243,Marguerite's Upholstery,NY
167 Front St,Marietta,39.412352,-81.45393299999999,Marietta Brewing Co,OH
11591 Bullis Rd,Marilla,42.840107,-78.55595,Marilla Grill,NY
11400 Graton Rd,Sebastopol,38.422292,-122.903504,Marimar Estate Vineyars & Wnry,CA
109 Courtland St,Rockford,43.12106118,-85.55914968,Marinades Pizza Bistro,MI
1514 N W Leary Way,Seattle,47.663739,-122.377072,Maritime Pacific Brewing Co,WA
328 S Jefferson St,Chicago,41.877593,-87.642689,Mark Anthony Brands Inc,IL
113 N Hanover St,Carlisle,40.20337939,-77.18877186,Market Cross Pub & Brewery,PA
1947 W 25th St,Cleveland,41.484856,-81.70392,"Market Garden Brewery, Market Garden Brewery & Restaurant",OH
2400 Mccue Rd,Houston,29.74284517,-95.46442221,Marks View,TX
5965 Marsh Rd,Haslett,42.753809999999994,-84.40857,Mark's Watershed,MI
2 Pinchy Ln,Belfast,44.42879586,-69.00554239,Marshall Wharf Brewing Company,ME
4021 54th Ave N,Saint Petersburg,27.821136,-82.689532,Marsha's Tavern,FL
2853 Lagrange St,Toledo,41.676637,-83.539702,Marteds Cafe Inc,OH
7701 N W 10th St,Oklahoma City,35.478795,-97.649897,Martha's Tavern On Tenth,OK
500 E 135th St,Kansas City,38.88269663,-94.58986800000001,Martin City Brewing Company,MO
7995 Laflesch Ln,Missoula,46.87278,-113.99623000000001,Marvin's Tavern,MT
165 Patchway Rd,Duncansville,40.431187,-78.41354,Marzoni's Brick Oven Brewing Co.,PA
52 Concord End Rd,Hillsborough,43.141661,-71.9158,Mash Note Beer Co Llc,NH
28 E State St,Mason City,43.151814,-93.200096,Mason City Brewing,IA
105A N 3rd St,Brooklyn,40.716692,-73.961626,Mast Brothers Brew Bar,NY
29582 Spotted Bull Ln,Sanjuancpstrno,33.535827000000005,-117.673575,Matador Concepts,CA
650 Canton Rd,Akron,41.045975,-81.4371,Matador Lounge,OH
6097 Bennett Valley Rd,Santarosa,38.40188,-122.62808700000001,Matanzas Creek Winery,CA
10584 Arapaho Dr,Redding,40.593976,-122.29952800000001,Matson Vineyards,CA
811 Edward St,Utica,43.103429999999996,-75.24414,Matt Brewing Co.,NY
451 W 4th St,Mount Carmel,40.79483823,-76.42004013,Mattucci's,PA
910 Honoapiilani Hwy,Lahaina,20.88026521,-156.67812819999997,Maui Brewing Co. Brewery,HI
4405 Honoapiilani Hwy,Lahaina,20.97258012,-156.6776562,Maui Brewing Co. Brewpub,HI
605 Lipoa Pkwy,Kihei,20.74951,-156.43867,Maui Brewing Company,HI
27 Broadway St,Toledo,41.643184999999995,-83.538216,Maumee Bay Brew Pub,OH
7125 Marshall Rd,Upper Darby,39.95309,-75.26231999999999,Maureens's Lounge,PA
220 S Mead St,Seattle,47.551213,-122.330727,Maurer Sales Llc,WA
56 Stevens Rd,Brewer,44.78478769,-68.76129525,Maximum Insulation LLC,ME
3535 W Villard Ave,Milwaukee,43.111847,-87.95729200000001,Maxine's,WI
1050 N Hancock St,Philadelphia,39.965746,-75.139464,Max's Brew Bar,PA
12562 S W Main St,Tigard,45.42904102,-122.77395659999999,Max's Fanno Creek Brew Pub,OR
638 Water St,Prairie Du Sac,43.29207,-89.72191,Maybe Again,WI
121 Industrial Way,Belmont,37.521217,-122.26624,Mayfield Brewing Co,CA
4717 Chautauqua Stedman Rd,Mayville,42.206579,-79.476215,Mazza Chautauqua Cellars,NY
1015 E 185th St,Cleveland,41.58,-81.55,Mc Bill Beverages Inc,OH
2849 S School Ave,Fayetteville,36.031643,-94.171384,Mc Bride Distributing Co,AR
420 Main St,Weston,39.410903000000005,-94.901675,Mc Cormick Country Store,MO
176 State St,Brewer,44.789268,-68.755638,Mc Glinn Wee Garden Center & Gfts,ME
1513 Mchenry St,Baltimore,39.284228000000006,-76.641532,Mc Henry Street Pub,MD
2033 Bethel New Hope Rd,Bethel,38.967307,-83.990195,Mc Intosh Winery,OH
15146 N Holly Rd,Holly,42.809647,-83.628412,Mc Kay's Do It Center,MI
1624 N W Glisan St,Portland,45.52643,-122.68816899999999,Mc Menamins Pubs,OR
807 N 3rd St,Mccall,44.90901256,-116.0971013,Mccall Brewing Company,ID
13339 Pearl Rd,Strongsville,41.31654,-81.8353,Mccarthy's Ale House,OH
4 S Main St,Quakertown,40.44229301,-75.35252094,Mccoole's At The Historic Red Lion Inn,PA
216 Frost Rd,Waterbury,41.548126,-73.00268,Mcfairlawn Tavern,CT
8 Market,Annapolis,38.978169,-76.48706700000001,Mcgarvey's Saloon & Oyster Bar,MD
600 E Gregory St,Pensacola,30.417727000000003,-87.20277,Mcguire's Irish Pub Brewery,FL
2067 W Penn Pike,Newringgold,40.721835,-75.861396,Mchugh's Brews,PA
101 S 5th St,N Wales,40.213803000000006,-75.27662,Mckeeverstavern,PA
321 N Lincoln Ave,Lakeview,43.442844,-85.27856,Mckenna's Village Restaurant,MI
324 Swedesford Rd,Berwyn,40.07079,-75.44362,Mckenzie Brew House,PA
2927 S W Cedar Hills Blvd,Beaverton,45.49904539,-122.80951019999999,Mcmenamins Cedar Hills,OR
421 N E Knott St,Portland,45.542251,-122.661174,Mcmenamins Coffee Roasters,OR
1332 W Burnside St,Portland,45.52281,-122.68488899999998,Mcmenamins Crystal Ballroom,OR
1900 N E 162nd Ave,Vancouver,45.63715,-122.50611,"Mcmenamins East Vancouver Pub, Mcmenamins East Vancouver",WA
12272 S W Scholls Ferry Rd,Portland,45.44317565,-122.8031871,Mcmenamins Greenway Pub,OR
310 N E Evans St,Mcminnville,45.210207700000005,-123.1942784,Mcmenamins Hotel Oregon,OR
4157 N W Us 101,Lincoln City,44.996911299999994,-124.00222990000002,Mcmenamins Lighthouse Brewpub,OR
1526 S W 10th Ave,Portland,45.514509999999994,-122.68510400000001,Mcmenamins Market Street Pub,OR
22 Club Rd,Eugene,44.05959382,-123.0850136,Mcmenamins North Bank,OR
700 N W Bond St,Bend,44.056608000000004,-121.31442,Mcmenamins Old St. Francis School,OR
2001 N W Monroe Ave,Corvallis,44.568011,-123.27503300000001,Mcmenamins On Monroe,OR
200 Roy Saint (at 3rd Ave N),Seattle,47.62554015,-122.3517108,Mcmenamins Queen Anne,WA
4495 S W Scholls Ferry Rd,Portland,45.487484,-122.74698000000001,Mcmenamins Raleigh Hills Pub,OR
2090 8th Ave,Westlinn,45.346032,-122.651901,Mcmenamins West Linn Pub,OR
30340 S W Boones Ferry Rd,Wilsonville,45.30067384,-122.7725729,Mcmenamins Wilsonville Old Church Brewery & Pub,OR
3701 G Rd,Palisade,39.105545,-108.36599299999999,Meadery of The Rockies,CO
25018 Ecorse Rd,Taylor,42.25512,-83.279976,Meadow Bar,MI
119 S Central Ave,Sidney,47.71504579,-104.1572571,Meadowlark Brewing,MT
9737 Callabridge Ct Charlotte Nc 28216,Charlotte,35.32732497,-80.94545799,Mecklenburg County Abc Store #26,NC
709 Pacific Ave,Tacoma,47.256924,-122.438988,Meconi Pub & Eatery,WA
197 Three Mile Crse,Guilford,41.283761,-72.695925,Medad Stone Tavern,CT
9640 Mission Gorge Rd B,Santee,32.839372,-116.98698700000001,Medieval Brew,CA
111 Main St,Hudson,42.39106157,-71.5666954,Medusa Brewing Company,MA
1150 Main St,Philomath,44.539840000000005,-123.369502,Meet'n Place Tavern,OR
2035 Otoole Ave,Sanjose,37.38783,-121.90606100000001,Megaforce Corp,CA
808 Russell Palmer Rd,Kingwood,30.065466999999998,-95.227197,Megaton Brewery,TX
275 E Kawili St,Hilo,19.705988,-155.069129,Mehana Brewing Co.,HI
30 State St,Brewer,44.796979,-68.7610223,Meineke Car Care Center,ME
885 Melqua Rd,Roseburg,43.257963000000004,-123.455156,Melrose Vineyards,OR
111 S Main St,River Falls,44.85815,-92.62658,Mel's Midtowner,WI
768 S Cooper St,Memphis,35.124826,-89.990775,"Memphis Made Brewing Co, Memphis Made Brewing",TN
1252 Airport Park Blvd,Ukiah,39.128884,-123.19926399999999,Mendocino Brewing Ale House,CA
600 State Rte B,Saintjames,38.010721000000004,-91.603978,Meramec Vineyards,MO
2024 S Leavitt St,Chicago,41.8546,-87.681,Mercado Lel Valle,IL
34 14 Steinway St,Queens,40.756677,-73.920868,Met Fresh & Organic,NY
2003 N Miami Ave 33127,Miami,25.79595,-80.19468,Miami Brew Bus,FL
141 Worcester Rd,Webster,42.07942,-71.86976999999999,Michael's Place Bar & Rstrnt,MA
1165 Walnut Ave,Chula Vista,32.604832,-117.08803600000002,Michelatos,CA
4155 Wine Creek Rd,Healdsburg,38.6575115,-122.94870619999999,Michel-schlumberger Winery Estate,CA
300 6th St,Calumet,47.24639542,-88.45356435,Michigan House Cafe and Red Jacket Brewing Co,MI
102 Dane St,Dane,43.252003,-89.49993,Mickey D's Corner Bar,WI
345 N Milwaukee Ave,Libertyville,42.28630949,-87.95429320000001,Mickey Finn's Brewery,IL
5121 Bragg Blvd,Fayetteville,35.094778000000005,-78.955772,Mickey's,NC
2403 Bel Air Rd,Fallston,39.491059,-76.394221,Mickey's Bar & Grill,MD
420 N W Englewood Rd,Kansas City,39.196,-94.5864,Mickey's Irish Pub,MO
3210 Chippewa Rd,Minnetonka,44.94495571,-93.40801477,Micks,MN
17511 68th Ave N E,Kenmore,47.757985999999995,-122.25006,Micro Homebrew,WA
Strip Las Vegas Nv,Las Vegas,36.171279999999996,-115.1322,Microbrewery,NV
5299 Dtc Blvd,Greenwood Village,39.620754,-104.890101,Microstar Logistics,CO
119 W Rensselaer St,Bucyrus,40.807431,-82.976582,Mid Ohio Brew Supply Llc,OH
641 S Main St,Brewer,44.768396,-68.782958,Mid-coast Fine Antiques of Maine,ME
1230 Courtland Ave,Columbus,39.987675,-83.00475,Middle West Spirits,OH
101 Oakwood Loop,San Marcos,29.930892999999998,-98.07168,Middleton Brewing,TX
5011 N Saginaw Rd,Midland,43.641171,-84.290418,Midland Brewing Company,MI
64 N Main St,Roseville,39.805363,-82.07265500000001,"Midtown Bar Grill, Midtown Bar & Grill",OH
402 S Washington Sq,Lansing,42.72972704,-84.55239616,Midtown Brewing Company,MI
1610 Church St,Nashville,36.15667,-86.79446,"Midtown Corkdorks Wine, Spirits & Beer",TN
153 S Florida St,Mobile,30.682281,-88.10069,Midtown Pub,AL
912 S Black Cat Rd,Joplin,37.082476,-94.567013,Midwest Wholesale Flooring,MO
412 Central Ave,Greatfalls,47.505018,-111.29989199999999,Mighty Mo Brewing Co,MT
2828 N E Glisan St,Portland,45.526224,-122.636425,"Migration Brewing, Migration Brewing Co.",OR
817 Main St,Junction City,44.59084,-89.76358,Mike Betsy's Hiawatha,WI
3812 Grim Ave,San Diego,32.747669,-117.128426,Mike Hess Brewing Co,CA
104 108 County Highway W58,Alburnett,42.14818418,-91.61836740000001,Mike's,IA
11 Ash Ave,Moundsville,39.92610559,-80.73605587,Mikes Place LLC,WV
6191 Centennial Center Blvd,Las Vegas,36.273503999999996,-115.26717,Mike's Restaurant,NV
439 Macdade Blvd,Folsom,39.889559999999996,-75.32602,Mikey's Place,PA
3420 Agricultural Center Dr,Saint Augustine,29.912340000000004,-81.41566999999999,Mile Marker Brewing,FL
407 Aplets Way,Cashmere,47.524265,-120.47026899999999,Milepost 111 Brewing Co,WA
168 Randall Crossing Rd,Himrod,42.616614,-76.943951,Miles Wine Cellars,NY
3069 Russell Blvd,Saint Louis,38.61226,-90.23055,Milfopolis Gynecological Clinic and Microbrewery,MO
8253 Dollyhyde Rd,Mtairy,39.460263,-77.225512,Milkhouse Brewery,MD
289 Mill St,Poughkeepsie,41.70531,-73.92657,Mill House Brewing Co.,NY
173 Throckmorton Ave,Mill Valley,37.905513,-122.54931299999998,Mill Valley Beerworks,CA
7465 W Mckinley Ave,Fresno,36.763358000000004,-119.924549,Milla Vineyards,CA
1511 1st Ave,Opelika,32.641403000000004,-85.39022,Miller Brands Inc,AL
4251 W State Saint (in Miller Valley),Milwaukee,43.04232765,-87.96448231,Miller Brewery Tour,WI
4000 W State St,Milwaukee,43.04170715,-87.96440779,Miller Brewing - Stables,WI
110 Smokey Hollow Rd,Baldwinsville,43.173922999999995,-76.34015500000001,Miller Brewing Co,NY
4251 W State St,Milwaukee,43.04232765,-87.96448231,Miller Brewing Company,WI
15555 Cutten Rd,Houston,29.997221000000003,-95.564018,Miller Coors,TX
157 2nd Ave,Clear Lake,45.251015,-92.26703,Miller Sports Bar,WI
9711 Deer Lake Ct,Jacksonville,30.26557017,-81.55643016,Miller's Jacksonville Ale House,FL
126 Center St,Jupiter,26.94118098,-80.09566966,Miller's Jupiter Ale House,FL
11795 Pines Blvd,Pembroke Pines,26.0079677,-80.3050566,Miller's Pembroke Pines Ale House,FL
2029 Monkton Rd,Monkton,39.576374,-76.60914,Millstone Cellars,MD
835 48th Ave,Amana,41.79721,-91.86514,Millstream Brewing Company,IA
19 1/2 Saint George St,Saint Augustine,29.89733882,-81.31325355,Milltop Tavern,FL
6008 E Lyons Ln,Spokane,47.716569,-117.32230200000001,Millwood Brewing Co,WA
12850 Hwy 9,Alpharetta,34.095867,-84.27931,Milton Tinting Co. Inc,GA
5707 W Vliet St,Milwaukee,43.049543,-87.98442,Milw Recharging Service Inc,WI
1208 13th Ave,Grafton,43.319590500000004,-87.950281,"Milwaukee Ale House-grafton, Milwaukee Ale House",WI
613 S 2nd Saint (at Bruce St),Milwaukee,43.024912,-87.91285499,Milwaukee Brewing Co,WI
2005 2400th St,Atlanta,40.26652,-89.22322,Mim's Bar Grill,IL
2846 State Highway 14 N,Madrid,35.405334,-106.15325,Mine Shaft Tavern,NM
17203 Porter Rd S W,Frostburg,39.65,-78.9,Miners Alley,MD
1208 14th Ave,Monroe,42.59959,-89.64218000000001,Minhas Craft Brewery,WI
1430 Washington Ave S,Minneapolis,44.97326586,-93.24773262,Minneapolis Town Hall Brewery,MN
822 W 7th St,Saint Paul,44.931145,-93.12167,Minnesota Brewing Company,MN
3661 Double J Ln,Delaplane,38.883052,-77.924041,Miracle Valley Vineyard Llc,VA
3000 Aborn Rd,San Jose,37.315185,-121.77681100000001,Mirassou Winery,CA
1000 N Frontage Rd,Darien,41.734417,-87.9702,Miskatonic Brewing Company,IL
255 Mullet Run St,Milford,38.93087,-75.45128000000001,Mispillion River Brewing,DE
12667 Road 24,Madera,36.933890000000005,-120.11035,Mission Bell Winery,CA
1441 L Saint (at 14th St),San Diego,32.70707228,-117.1515942,Mission Brewery,CA
100 E Michigan Ave,Grass Lake,42.2511,-84.21285,Missy's Little Grass Shack,MI
1310 Mysty Oaks Ln,Oakland,43.425647,-123.42461999999999,Misty Oaks Vineyard,OR
3378 White Mountain Hwy,N Conway,44.06841641,-71.14390969,Moat Mountain Smoke House & Brewing Co.,NH
3210 Broad St,Chattanooga,35.00750481,-85.32782946,Moccasin Bend Brewing Company,TN
3501 Delgany St,Denver,39.77128915,-104.9798067,Mockery Brewing,CO
3725 Greenwood St,San Diego,32.754098,-117.206427,Modern Times Beers,CA
505 N 3rd St,Minneapolis,44.9850617,-93.2763092,Modist Brewing Co,MN
115 Joe Nuxhall Way,Cincinnati,39.096362,-84.508702,Moerlein Lager House,OH
1621 Moore St,Cincinnati,39.11376685,-84.51497105,Moerlein Tap Room,OH
175 N Main St,Lakeport,39.042857,-122.91543300000001,Molly Brennan's,CA
10 E South St,Carlisle,40.198177,-77.18909000000001,Molly Pitcher Brewing Company,PA
5809 W 44th Ave,Denver,39.776725,-105.05974099999999,Molly's Spirits,CO
22 Erik St,Merrimack,42.816868,-71.544611,Molson Coors Brewing Co,NH
300 12th St,Golden,39.75604532,-105.21747820000002,"Molson Coors Brewing Company, Coors Brewing Company",CO
9786 S E Bonita Beach Rd 1,Bonitasprings,26.331459999999996,-81.789762,Momentum Brewhouse,FL
1408 S Thompson St,Springdale,36.172574,-94.139134,Mom's Place Tavern,AR
542 S Rose St,Anaheim,33.832097,-117.90182,Monarch Beverage Inc,CA
805 16TH Saint (at F St),San Diego,32.71380671,-117.1493196,Monkey Paw Pub & Brewery,CA
20311 S Western Ave (del Amo),Torrance,33.84628886,-118.31020120000001,Monkish Brewing Co,CA
1781 N Market St,Frederick,39.440315000000005,-77.39919,Monocacy Brewing Company,MD
62 S Erie Ave,Montauk,41.03671015,-71.94402705,Montauk Brewing Co,NY
201 Montelle Dr,Augusta,38.585628,-90.855631,Montelle Winery,MO
1010 Industrial Way,Kingcity,36.227294,-121.112027,Monterey Wine Co,CA
2981 Us Route 20,Senecafalls,42.950716,-76.768215,Montezuma Winery,NY
130 Montgomery Ln,Rural Valley,40.7332,-79.3452,Montgomery Underground Winery,PA
3663 S W Dilley Rd,Forestgrove,45.493519,-123.129498,Montinore Estate,OR
79 S Wilson Ave,Elizabethtown,40.147285,-76.61164000000001,Moo-duck Brewery,PA
501 E Buena Vista St,Chester,37.900991,-89.824913,Moof's Bar & Grill,IL
114 E State St,Ithaca,42.43948415,-76.49844646,Moonshadow Tavern,NY
101 Iyannough Rd,Hyannis,41.658643,-70.272806,Moonshine Liquors,MA
11990 Bottle Rock Rd,Kelseyville,38.877796000000004,-122.77832,Moore Family Winery,CA
110 Wisconsin Dells Pkwy S,Wisconsin Dells,43.61667,-89.785866,Moosejaw Pizza Dells Brewing,WI
2021 Spar Ave,Anchorage,61.222953000000004,-149.842764,Moose's Tooth Brewing Co.,AK
501 N Bromley Ave,Scranton,41.418459999999996,-75.678,Moran's Pub,PA
4521 Bardstown Rd,Louisville,38.182107,-85.628212,More Shenanigans,KY
721 N 2nd Saint (at Morgan St),St Louis,38.63077020000001,-90.18464689,Morgan Street Brewery,MO
114 Equity Doctor F,Greensburg,40.312191,-79.499549,Morganics Usa Llc,PA
103 Brown St,Runnells,41.510273,-93.35763,Morgans U of R Bar Grill,IA
132 Tower Ln,Morgantown,39.636409,-79.961766,Morgantown Brewing Co,WV
315 Green Ridge St,Scranton,41.43159108,-75.65595638,Morganz Pub & Eatery,PA
802 E Michigan Ave,Lansing,42.733513,-84.54085,Moriarty's Pub,MI
111 Liberty St,Columbus,39.95,-83.0,Morpc,OH
5147 Easley St,Millington,35.341858,-89.89136500000001,Morrie's Tavern,TN
29 Maid Marion Ln,Brewer,44.772822999999995,-68.769775,Mosquito Squad of Bangor Auburn,ME
2055 Thibodo Rd,Vista,33.16767,-117.22025,Mother Earth Brew Co.,CA
311 N Herritage St,Kinston,35.26256,-77.58282,Mother Earth Brewing,NC
207 W Phoenix Ave,Flagstaff,35.197004,-111.65205300000001,Mother Road Brewing Co,AZ
7 S Mikes Pike,Flagstaff,35.19695,-111.65258999999999,Mother Road Brewing Company,AZ
