address,city,lat,long,name,province
5048 N 35th St,Milwaukee,43.109477000000005,-87.956307,Cheetah Club,WI
755 S Lakeshore Rd,Chelan,47.842306,-120.102317,Chelan Estate Winery,WA
420 N Main St,Chelsea,42.32096134,-84.01937321,Chelsea Alehouse Brewery,MI
827 W Maine Ave,Enid,36.395452,-97.888176,Cher-den's Bakery,OK
5321 Gaston St S E,Turner,45.411339,-123.293481,Cherry City Vessels,OR
7867 Crowley Rd,Rickreall,44.983618,-123.19228700000001,Cherry Hill Winery,OR
2401 N 12th St,Milwaukee,43.063998,-87.926857,Cherry's Place,WI
147 E Main St,Newark,39.661402,-75.655072,Chesapeake & De Brewing Co Llc,DE
114 West St,Annapolis,38.978065,-76.497475,Chesapeake Brew Pub,MD
8190 Mayfield Rd,Chesterland,41.522428000000005,-81.349225,Chesterland Tavern - Chesterland,OH
444 Brockway Ave,Morgantown,39.627198,-79.950715,Chestnut Brew Works,WV
Chetco Ave,Brookings,42.054924,-124.289795,Chetco Brewing Company,OR
3297 Long Beach Rd,Oceanside,40.630546,-73.640866,Chic Lounge,NY
1156 Chippewa Trl,Sugar Grove,41.764584,-88.415159,Chicago Beer Co,IL
4832 W Eddy St,Chicago,41.94551,-87.74848,Chicago Brew Bus,IL
1800 N Clybourn (free Parking),Chicago,41.91404,-87.65388,Chicago Brewery Tours,IL
202 Fremont Saint (casino Center),Las Vegas,36.17050778,-115.14390149999998,Chicago Brewing Co At Four Queens,NV
202 Fremont St,Las Vegas,36.1707,-115.144035,Chicago Brewing Company,NV
2323 N Milwaukee Ave,Chicago,41.923735,-87.698306,"Chicago Quickly Locksmith, Revolution Brewing",IL
719 Virginia Ave,Indianapolis,39.75727694,-86.14516868,Chilly Water Brewing Company,IN
2367 Usener Rd,Fredericksburg,30.265921999999996,-99.035331,Chisholm Trail Winery,TX
33853 Palomares Rd,Castrovalley,37.637595000000005,-121.96078200000001,Chouinard Vineyards & Winery,CA
3815 N Chouteau Trfy,Kansascity,39.163289,-94.53190500000001,Chouteau Inn,MO
6415 Delilah Rd,Egg Harbor Township,39.43122,-74.5798,Christi's Bar and Restaurant,NJ
7217 Frankford Ave,Philadelphia,40.036004999999996,-75.042048,Christy's Tavern,PA
601 W Holly St,Bellingham,48.753278,-122.484875,Chuckanut Brewery & Kitchen,WA
7922 1st St,Addis,30.35407,-91.265292,Chucks Lounge,LA
1731 W 6th St,Davenport,41.525703,-90.60023000000001,Chuck's Tap,IA
1090 3rd Ave,Chula Vista,32.612390999999995,-117.06876299999999,Chula Vista Brewery,CA
418 N Main,Salado,30.951265000000003,-97.53622,Chupacabra Craft Beer,TX
3525 Liberty Ave,Pittsburgh,40.462207,-79.964426,Church Brew Works & Restaurant,PA
5501 N E Second Ave,Miami,25.826175,-80.191812,Churchill's A Sort-english Pub,FL
823 New Harwinton Rd,Torrington,41.801629999999996,-73.09021,Cilfones Eastside Cafe,CT
429 Fenn St,Pittsfield,42.448994,-73.245,Cim's Tavern,MA
232 W Smith Rd,Medina,41.136177,-81.866483,Cindees Place,OH
110 E 18th Ave,N Kansas City,39.140427,-94.57888,Cinder Block Brewery,MO
2926 Main St,Santa Monica,33.99893,-118.48052,Circle Bar,CA
2340 W Braker Ln,Austin,30.385301899999998,-97.71585944,Circle Brewing Company,TX
29851 Aventura,Rancho Santa Margarita,33.636140000000005,-117.60955,Cismontane Brewing,CA
6701 Garden Rd,Riviera Beach,26.774506,-80.09255999999999,Citrus Distillers,FL
2228 Grand Ave,Billings,45.783719,-108.57328500000001,City Brew,MT
1663 E State Road 236,Roachdale,39.849517,-86.814364,City Brew Brownsburg,IN
1643 Lewis Ave,Billings,45.780756,-108.558175,City Brew Coffee,MT
925 3rd St S,La Crosse,43.80297191,-91.25345905,City Brewing Company,WI
39 W Main St,Waukon,43.269258,-91.47646800000001,City Club Inn,IA
4514 Ninth St,Rock Island,41.47,-90.58,City Limits Saloon & Grill,IL
942 Main St,Hartford,41.76808,-72.67296999999999,City Steam Brewery,CT
780 Cobb Place Blvd,Kennesaw,34.00765,-84.568786,City Tavern,GA
1200 Town Center Dr,Jupiter,26.889477000000003,-80.115814,Civil Society Brewing,FL
604 Bicycle Path,Port Jefferson Station,40.915417,-73.03941,"Cj's Window Tinting, Inc.",NY
1353 S 4th Ave,Tucson,32.205219,-110.96523700000002,Cjsip Market,AZ
414 S Barstow St,Eau Claire,44.81007,-91.49864000000001,Clancy's,WI
1805 Little Orchard St,San Jose,37.306452,-121.873117,Clandestine Brewing,CA
3300 7TH Street Rd,Louisville,38.203216,-85.793922,Clarendon Flavor Engineering,KY
1122 Hertel Ave,Buffalo,42.94784,-78.866372,Class Act,NY
1070 Christian Ln,Watkinsville,33.858270000000005,-83.419122,Classic City Brew Fest,GA
3912 W Mclean Ave,Chicago,41.918240999999995,-87.725337,Classic Vending Inc,IL
2160 Guntley Rd,Philo,39.127863,-123.51306399999999,Claudia Springs Winery,CA
122 W Washington St,Morris,41.357586,-88.42468000000001,Clayton's Tap,IL
120 N Water St,Albany,42.70824,-89.43814,Clayt's Corner Bar,WI
901 W 1st St,Cleelum,47.195986,-120.95615,Cle Elum Blend,WA
4747 Pearl St,Boulder,40.026305,-105.241665,"Clear Choice Window Tinting, Clearbras, & Automotive Detailing",CO
48 S Main St,Buffalo,44.345960999999996,-106.69863799999999,Clear Creek Brewing,WY
250 W 57th St,Newyork,40.766351,-73.982435,"Clear's Looking At You, Clear's Looking At You New York, Clear S Looking At You",NY
2024 58th Ln N,Clearwater,27.889312,-82.773337,Clearwater Brewery,FL
5267 Wallings Rd,N Royalton,41.33129,-81.723526,Cleats Club Seat Grille,OH
22 Cottage St,Middletown,41.447483,-74.415734,Clemson Brothers Brewery,NY
3033 Monument Rd,Jacksonville,30.36384763,-81.50173535,Cliff's Bar and Grill,FL
509 S W G St,Grantspass,42.440027,-123.331349,Climate City Brewing Co,OR
112 Valley Rd,Roselle Park,40.65976524,-74.28261191,Climax Brewing,NJ
450 Schultzville Rd,Clintoncorners,41.848214,-73.782597,Clinton Vineyards Inc,NY
1189 Laurel St,San Carlos,37.499034,-122.25198600000002,Cloones Pub,CA
5330 Silverado Trl,Napa,38.387201,-122.31354099999999,Clos Du Val Winery,CA
1750 W State St,Boise,43.625475,-116.210908,Cloud Nine Brewery,ID
266 S Washington St,Tiffin,41.110068,-83.175821,Clover Club,OH
3300 Pottsville Pike,Reading,40.381695,-75.934327,Clover Farms Dairy Co Inc,PA
100 Byrdland Dr,Greenville,34.8523,-82.343152,Club 100,SC
506 N Main St,Cheboygan,45.646896000000005,-84.47475,Club 27,MI
107 N Lawler St,Postville,43.084744,-91.56831600000001,Club 51,IA
5405 N Detroit Ave,Toledo,41.715548999999996,-83.539912,Club Chablis,OH
2573 N 4th St,Milwaukee,43.064414,-87.915654,Club Manhattan,WI
161 Devonshire St,Boston,42.356396999999994,-71.057309,Club Quarters Hotel In Boston,MA
525 Nottingham Blvd,W Palm Beach,26.67437,-80.05766,Clubhouse Pub,FL
501 N Adams St,Green Bay,44.51766,-88.01210999999999,Coaches Corner,WI
108 E Grand Ave,Laramie,41.31098917,-105.5957388,Coal Creek Tap,WY
1250 N 2nd St,N Charleston,32.87346452,-79.97203588,Coast Brewing Company,SC
293 Connell Hwy,Newport,41.513298,-71.31733,Coastal Extreme Brewing Co,RI
6249 Catharine St,Philadelphia,39.9516,-75.24831999999999,Cobbs Inn,PA
146 Whatley Ave,Lewisville,33.044113,-96.99386,Cobra Brewing Company,TX
21 West St,New York,40.70560362,-74.01616372,Coby's Doghouse,NY
86375 Industrial Way,Coachella,33.667722,-116.153526,Coca Cola Enterprises,CA
1328 E 42nd St,Chattanooga,34.994147,-85.29620200000001,Coca Cola North America,TN
650 Athena Dr,Athens,33.974385,-83.326686,Coca Cola Refreshment,GA
2311 Denton Dr,Austin,30.387208,-97.716883,Coca Cola Svc Dept,TX
901 Railhead Dr,Fortworth,32.982344,-97.32709100000001,Coca Cola Usa,TX
1300 Lynn St,Thibodaux,29.785016,-90.82875,Coca-cola,LA
1314 Eraste Landry Rd,Lafayette,30.200290000000003,-92.076325,Coca-cola Bottling Co,LA
300 W 5th St,Panamacity,30.157338,-85.66432900000001,Coca-cola Bottling Co Cons,FL
102 Coleman Blvd,Savannah,32.106840000000005,-81.228587,Coca-cola Bottling Co.,GA
14655 Wicks Blvd,Sanleandro,37.695834000000005,-122.164204,Coca-cola Co,CA
5401 Seminary Rd,Alexandria,38.839687,-77.120798,Coca-cola Enterprises,VA
14185 Dallas Pkwy 1400,Dallas,32.942405,-96.821799,Coca-cola Enterprises Bottling,TX
1000 Coca Cola Blvd,Huberheights,39.876717,-84.057299,Coca-cola Enterprises Inc,OH
1 Coca Cola Plz N W,Atlanta,33.77126,-84.397295,Coca-cola North America,GA
201 Summit St,Negaunee,46.531651000000004,-87.556005,Coca-cola of Marquette,MI
2121 E Winston Rd,Anaheim,33.815422,-117.88653899999998,Coca-cola Refreshments,CA
1219 Martin Luther King Jr Dr,Helena,34.502489000000004,-90.606488,Coco Distributing Co Inc,AR
150 N Atlantic Ave,Cocoa Beach,28.32137065,-80.60902800000001,Cocoa Beach Brewing Company,FL
210 Coddington Hwy,Middletown,41.51891,-71.30591,Coddington Brewing Co,RI
6485 Carolina Beach Rd,Wilmington,34.10317,-77.899181,Cody's Iii,NC
111 5th St,Astoria,46.19043,-123.837621,Coelho Winery,OR
280 Jess St,Bernard,42.31348,-90.83149,Coe's,IA
113 E Canda St,Ishpeming,46.491104,-87.66861899999999,Cognition Brewing Co,MI
13133 Veterans Memorial Dr,Houston,29.977888,-95.491014,Coinstar,TX
1815 W Glendale Ave,Phoenix,33.538478999999995,-112.09777700000001,"Coinstar, Fry's Marketplace",AZ
108 Milk St,Westborough,42.273903000000004,-71.62507,Cold Harbor Brewery,MA
219 Red River Ave N,Cold Spring,45.45926365,-94.42894254,Cold Spring Brewing Co.,MN
299 Chamberlain Street Th 11001,Brewer,44.784378100000005,-68.751104,Cold Stone,ME
3222 Central Ave S E,Albuquerque,35.080133000000004,-106.60856100000001,Cold Stone Creamery,NM
2551 Cole St,Enumclaw,47.210136,-121.98371000000002,Cole Street Brewery,WA
6100 Gray Rock Rd,Somerset,38.606459,-120.6464,Colibri Ridge Winery and Vineyard,CA
112 Saint Louis Ave,Fortworth,32.743094,-97.32906,Collective Brewing Proiect,TX
1940 College Dr,Lake Havasu City,34.507565,-114.34743999999999,College Street Brewhouse & Pub,AZ
109 Main St,Kittitas,46.984176,-120.41751399999998,Colockum Craft Brewing,WA
406 Lafayette Blvd,Fredericksburg,38.297805,-77.459035,Colonial Tavern: Home To The Irish Brigade,VA
21568 Highway 99e N E,Aurora,45.23126,-122.755646,Colony Pub,OR
1301 W Moyamensing Ave,Philadelphia,39.918154,-75.16964499999999,Colonzi Bar,PA
320 E Main St,Montrose,38.47899724,-107.87699479999999,Colorado Boy Pizzaria,CO
1110 Interquest Pwky,Colorado Springs,38.99335525,-104.8116732,Colorado Mountain Brewery,CO
6995 W 38th Ave,Wheat Ridge,39.76938,-105.07436000000001,Colorado Plus Brew Pub,CO
1728 N E 40th Ave,Portland,45.53561863,-122.6216912,Columbia River Brewing Co.,OR
538 Riverside Dr,Wenatchee,47.523097,-120.464201,Columbia Valley Brewing,WA
14030 N E 145th St,Woodinville,47.733883,-122.15203500000001,Columbia Winery,WA
525 Short Saint (at Liberty St),Columbus,39.95074038,-83.00385475,Columbus Brewing Co,OH
701 W North St,Fayetteville,36.07718,-94.16886,Columbus House Brewery and Tap Room,AR
111 N Robinson St,Richmond,37.5534277,-77.4723847,"Commercial Taphouse, Commercial Taphouse Grill",VA
58 Saratoga Ave,S Glens Falls,43.295243,-73.636494,Common Roots Brewing Company,NY
46 Center St,Brewer,44.797256,-68.7626,Common Sense Traders,ME
630 S E Belmont St,Portland,45.516293,-122.65903,Commons Brewery,OR
2444 Pleasure House Rd,Virginia Beach,36.91348804,-76.13198683,Commonwealth Brewing Company,VA
1530 Inspiration,Dallas,32.791439000000004,-96.816468,Community Beer Co,TX
1530 Inspiration Dr,Dallas,32.79184773,-96.81636679,Community Beer Company,TX
15 Lafayette Ave,Buffalo,42.919926000000004,-78.8981,Community Beer Works,NY
34 Coffin Ave,Brewer,44.7806051,-68.76593621,Community Crusade For Children,ME
711 E Thompson Rd,Indianapolis,39.693314,-86.145195,Compa,IN
8500 Shawnee Mission Pkwy,Merriam,39.015395,-94.684273,Company Kitchen,KS
216 N College Ave,Fort Collins,40.58948538,-105.0765967,Compass Cider House,CO
3201 Northside Dr,Raleigh,35.883934,-78.58270999999999,Compass Rose Brewery,NC
760 Harmon Ave,Columbus,39.94486,-83.01528,Complete Home Maintenance,OH
2020 Grant St,Concord,37.978378,-122.03379199999999,Concord Homes Inc,CA
7593 Auburn Rd,Painesville,41.6642,-81.2443,Concord Tavern - Painesville,OH
324 N W 24th St,Miami,25.80017911,-80.20075968,Concrete Beach Brewery,FL
1235 Thomas Beck Rd,Des Moines,41.568329999999996,-93.63143000000001,Confluence Brewing Company,IA
619 N Azusa Ave,Azusa,34.13239365,-117.90769499999999,Congregation Ale House,CA
12005 Conneaut Lake Rd,Conneautlake,41.609775,-80.277767,Conneaut Cellars Winery & Distillery,PA
543 N Avalon Blvd,Wilmington,33.77668,-118.26255800000001,Connie's Bar,CA
1341 Barclay Blvd,Buffalo Grove,42.175717,-87.932075,Connoisseur Encounters,IL
739 E Elm St,Conshohocken,40.07363823,-75.29248238,Conshohocken Brewing Company,PA
4614 W Turner Rd,Lodi,38.143702000000005,-121.372202,Constellation Wines,CA
223 Green Point Rd,Brewer,44.765927000000005,-68.749714,Consumer Confidence Reports,ME
9035 County Road H,Eagle River,45.898293,-89.30415,Contact Bucktale Inn of Eagle River,WI
3235 Friday Rd,Coloma,42.168808,-86.306783,Contessa Wine Cellars,MI
411 W Mississippi Dr,Muscatine,41.4186,-91.04894,Contrary Brewing Company,IA
132 E Northside Doctor C,Clinton,32.350944,-90.326561,Convenientcast Inc,MS
1640 N Buena Vista Dr,Orlando,28.369823999999998,-81.51431,Cooke's of Dublin,FL
1124 N W 51st St,Oklahoma City,35.523353,-97.53115698,Coop Ale Works,OK
9480 S W Grabhorn Rd,Beaverton,45.450156,-122.888127,Cooper Mountain Vineyards,OR
5 Old Town Sq,Fort Collins,40.58769,-105.075524,Cooper Smith's Pub & Brewery,CO
981 Airway Ct,Santa Rosa,38.47522521,-122.73580220000001,Cooperage Brewing Company,CA
7459 W Murray Dr,Cicero,43.18083412,-76.00908279,Coopers Landing,NY
7 Old Town Sq,Fort Collins,40.58724163,-105.0753772,Coopersmith's Pub & Brewing :: Pool Side,CO
110 River St,Milford,42.58934,-74.940294,Cooperstown Brewing Co,NY
River St,Milford,42.58923,-74.9402,Cooperstown Brewing Company,NY
1577 W Morgan Ave,Milwaukee,42.981010999999995,-87.93343399999999,Coop's,WI
700 E Broad St,Texarkana,33.424409000000004,-94.03621,Coors Distributor,AR
840 Us Hwy 20,Worland,44.061921999999996,-107.931274,Coors Elevator,WY
17735 W 32nd Ave,Golden,39.765105,-105.20033600000001,Coors Energy,CO
16000 Table Mountain Pkwy,Golden,39.783265,-105.17761899999999,Coors Tek Inc,CO
520 S High St,Columbus,39.95157575,-82.99841625,Copious,OH
233 E Aspen Ave,Fruita,39.159158000000005,-108.731481,Copper Club Brewing Co,CO
700 E Grand Ave,Carbondale,37.717643,-89.19960999999999,Copper Dragon Brewing Co,IL
9 River Ln,Sperryville,38.658885999999995,-78.21813,Copper Fox Distillery,VA
822 N Frazier,Conroe,30.316467,-95.4626,Copperhead Brewery,TX
151 Commerce Rd,Boynton Beach,26.559551000000003,-80.07302,Copperpoint Brewing Company,FL
2601 E 2nd Ave,Tampa,27.95607195,-82.43028689,Coppertail Brewing Company,FL
2600 Main St,Dallas,32.783642,-96.784927,Coppertank Brewery,TX
7777 Brewerton Rd,N Syracuse,43.14596292,-76.12718582,Coppertop Tavern,NY
1221 N University Dr,Coral Springs,26.244734,-80.252045,Coral Springs Tap House,FL
205 E Hirst Rd,Purcellville,39.143482,-77.71288,Corcoran Brewing,VA
134 W Hammond St,Sequim,48.07626,-123.103343,Corcoran Brewing & Consulting,WA
205 Hirst Rd,Purcellville,39.14342025,-77.71259305,Corcoran Brewing Company,VA
3775 N Mall Ave,Fayetteville,36.120104,-94.150261,Core Brewing,AR
2470 N Lowell Rd,Springdale,36.206562,-94.133636,Core Brewing & Distilling Co,AR
2470 Lowell Rd,Springdale,36.206394,-94.13458,Core Brewing Co.,AR
1803 Presson Pl,Yakima,46.571678000000006,-120.50015800000001,Core Pack Llc,WA
701 Rogers Ave,Fort Smith,35.38537,-94.42486,Core Public House - Pub,AR
45470 Rte 25,Southold,41.043535,-72.445257,Corey Creek Vineyards,NY
4101 E Mcdowell Rd,Phoenix,33.465539,-111.99281699999999,Cork & Bottle Liquors,AZ
904 Lansing Ave,Jackson,42.259214,-84.41705400000001,Cork N Cap,MI
21401 Corkscrew Village Ln,Estero,26.428839,-81.809135,Corkscrew Winery & The Wine Shoppe Co.,FL
4045 N W Cornelius Pass Rd,Hillsboro,45.54904666,-122.900995,Cornelius Pass Roadhouse & Imbrie Hall,OR
117 N 6th St,Windsor,40.481840999999996,-104.905634,Corner Liquors,CO
7304 Saint John St,Detroit,42.328045,-83.1318,Corner Pocket Lounge,MI
100 E Toledo St,Fremont,41.731083,-84.924723,Corner Pocket Tavern,IN
4136 N Mount Juliet Rd,Mount Juliet,36.228817,-86.514013,Corner Pub Between The Lakes,TN
200 Pleasant Grove Rd,Mt Juliet,36.174136,-86.51683100000001,Corner Pub Between The Lakes Mt Juliet,TN
20 S County Trl,N Kingstown,41.57521,-71.51632,Corner Tavern,RI
58,Berea,41.36688332,-81.85293496,Cornerstone Brewing Company,OH
961 2nd Ave,New York,40.755443,-73.968312,Cornerstone Tavern,NY
5245 Lovelock St,San Diego,32.764215,-117.20201100000001,Coronado Brewing Co,CA
170 Orange Ave,Coronado,32.697727,-117.173185,Coronado Brewing Company,CA
3446 N Southport Ave,Chicago,41.944546,-87.663925,"Corridor Brewery Provisions, Corridor Brewery & Provisions",IL
601 Merritt Ave,Nashville,36.139714,-86.77015899999999,Corsair Artisan,TN
119 S W 4th St,Corvallis,44.5642,-123.262196,Corvallis Brewing Supplies,OR
420 N W 3rd St,Corvallis,44.567642,-123.25943799999999,Corvallis Pub,OR
160 N W Jackson Ave,Corvallis,44.564833,-123.25904399999999,Corvegas Inc,OR
168 Saratoga Ave,Mechanicville,42.910152000000004,-73.691025,Costanzo's Lounge Restaurant,NY
312 De Witt St,Portage,43.54018092,-89.46019105,Cottonwood Bar and Grill,WI
5482 Hwy 348,Olathe,38.608025,-108.03621499999998,Cottonwood Cellars,CO
100 Mechanic St,Pawcatuck,41.370235,-71.83371,Cottrell Brewery,CT
3858 Falmouth Rd,Marstons Mills,41.648309000000005,-70.423587,Cotuit Liquors,MA
39870 De Portola Rd,Temecula,33.541624,-117.00700900000001,Cougar Vineyard & Winery,CA
4861 State Highway 28,Cooperstown,42.658824100000004,-74.96016862,Council Rock Brewery,NY
436 Chair Ave,Lexington,38.04394488,-84.50923562,Country Boy Brewing,KY
5928 S Packard Ave,Cudahy,42.936693,-87.86059399999999,Country Club The,WI
11947 Lincoln Way N W,Massillon,40.796346,-81.57858900000001,Country Inn Inc,OH
16973 Highway 1,Harrisburg,35.6951,-90.6977,Country Liquor Store,AR
110 Green Street Galena Post,Galena,42.414173,-90.42925,Countryside Tours,IL
658 Henry Harr Rd,Blountville,36.521293,-82.418674,Countryside Vineyards & Winery,TN
309 Court Ave,Des Moines,41.58541709,-93.62106538,Court Avenue Restaurant & Brewing Company,IA
911 Court St,Adel,41.61825,-94.018875,Court Street Pub,IA
417 Fayette St,Perth Amboy,40.513721000000004,-74.27973,Courthouse Inn The,NJ
308 Second Ave,Gallipolis,38.8068,-82.20695,Courtside Bar and Grill,OH
7115 Boston State Rd,Hamburg,42.689889,-78.781679,Couzin's,NY
319 Parkview Dr,Milton,42.800224,-88.922226,Cove Bar The,WI
8505 Woodbury Pike,Hollidaysburg,40.357787,-78.414862,Cove Beverage,PA
490 Lancaster Ave,Frazer,40.036598,-75.563778,"Coventry Kitchens, Inc.",PA
14737 Lorain Ave,Cleveland,41.453201,-81.799301,Cowan's Pub,OH
148 Main St,Lander,42.83264199,-108.72802790000001,Cowfish and Lander Brewing Co.,WY
1665 Eastside Rd,Jacksonville,42.153754,-123.04616499999999,Cowhorn Vineyard & Garden,OR
17550 N 75th Ave,Glendale,33.643251,-112.22053799999999,Cox Cable,AZ
198 E Main St,Hermiston,45.840508,-119.288821,Cozy Corner Tavern,OR
7586 N Teutonia Ave,Milwaukee,43.155609999999996,-87.95881,Cpi Restoration Service,WI
6300 E 58th Ave,Commerce City,39.800774,-104.914658,Cr Goodman Companies Colorado,CO
625 3RD Saint D,Greeley,40.431315000000005,-104.687487,Crabtree Brewing Co,CO
2961 W 29th St,Greeley,40.39063554,-104.7267072,Crabtree Brewing Company,CO
8 E Maple St,Funkstown,39.6086,-77.7054,Cracked Cork Llc,MD
708 W Ridge Pike,Limerick,40.2419,-75.54529000000001,Craft Ale House,PA
245 W Ridge Pike,Royersford,40.225914,-75.5159,Craft Beer Bus Llc,PA
7350 Eastgate Rd,Henderson,36.054703,-115.01698999999999,Crafthaus Brewery,NV
1260 Lincoln Ave,Pasadena,34.16778,-118.15957,Craftsman Brewing,CA
6 Emory Pl,Knoxville,35.974354,-83.92232,"Crafty Bastard Brewing, Crafty Bastard Brewery",TN
4267 Route 130,Edgewater Park,40.043879,-74.908064,Cramp's Liquor Store,NJ
2858 S Forest Rd,Westport,46.89121,-124.11162,Cranberry Road Winery Bog Water Brewing Company,WA
1207 E Pickard St,Mount Pleasant,43.61218873,-84.76272556,Cranker's Restaurant & Brewery - Mount Pleasant,MI
21882 Highway 62po Box 810,Shadycove,42.61179,-122.818703,Crater Lake Cellars,OR
465 Route 25a,Miller Place,40.94247087,-72.98375678,Crazy Beans,NY
439 Edwards Access Rd,Edwards,39.648243,-106.58825,Crazy Mountain Brewing Company,CO
54 Wilson St,Brewer,44.7954,-68.767044,Creative Arts Center,ME
297 W Hancock Ave,Athens,33.95905904,-83.38007212,Creature Comforts Brewing Co.,GA
1040 Broad St,San Luis Obispo,35.27928467,-120.66467620000002,Creekside Brewing,CA
1521,Nampa,43.576614,-116.55508400000001,Crescent Brewery,ID
527 Decatur St,New Orleans,29.955824,-90.06407,Crescent City Brewhouse,LA
2250 Hamilton Ave,Willow Grove,40.131306,-75.121826,Crestmont Country Club,PA
5500 Crestwood Blvd,Birmingham,33.528528,-86.748492,Crestwood Tavern,AL
1103 Erie Ave,N Tonawanda,43.048301,-78.850893,Crickett Tavern,NY
27 Antis St,Canandaigua,42.88312563,-77.27975232,Cricklizard Brewing,NY
2711 W Girard Ave,Philadelphia,39.974336,-75.180712,Crime & Punishment Brewing Co,PA
3244 Saint Clair Ave N E,Cleveland,41.51357,-81.66973,Croatian Tavern,OH
426 W Plant St,Winter Garden,28.56395,-81.59078000000001,Crooked Can Brewing Company,FL
13 E Montgomery Ave,Hatboro,40.17934,-75.10491999999999,Crooked Eye Brewery,PA
5242 Chinden Blvd,Garden City,43.645176,-116.271225,Crooked Fence Brewing,ID
760 N Main St,Springboro,39.577259999999995,-84.2308,Crooked Handle Brewing Company,OH
70 W Main St,Riverhead,40.916933,-72.663459,Crooked Ladder Brewing Co,NY
1805 Government St,Ocean Springs,30.414562,-88.81768000000001,Crooked Letter Brewing Company,MS
301 N Franklin St,Watkins Glen,42.38122579,-76.87393963,Crooked Rooster Pub & Wildflower Cafe,NY
205 Harrison St S E,Leesburg,39.1122911,-77.56309777,Crooked Run Brewery,VA
3350 Brighton Blvd,Denver,39.76862129,-104.979453,Crooked Stave @ The Source,CO
1441 W 46th Ave,Denver,39.78084638,-105.0051571,Crooked Stave Barrel Cellar,CO
555 10th Ave S,Safety Harbor,27.987465000000004,-82.69866999999999,Crooked Thumb Brewery,FL
15222 King Rd,Frisco,33.155668,-96.91050600000001,Crossroads Winery,TX
217 E 3rd St,Loveland,40.394475,-105.074079,Crow Hop Brewing,CO
125 Old Us 14,Spearfish,44.51747,-103.8702855,Crow Peak Brewing Co,SD
13326 State Route F,Sainte Genevieve,37.940643,-90.12701,Crown Valley Brewing and Distilling,MO
904 W Randolph St,Chicago,41.88455674,-87.65002273,Cruz Blanca Cervecer��a & Taqueria,IL
55 Francisco St,Sanfrancisco,37.805634000000005,-122.40548100000001,Crystal Geyser Water Co.,CA
657 S Taylor Ave,Louisville,39.96075516,-105.11998829999999,Crystal Springs Brewing Company,CO
607 E Madison St,Springfield,37.200596000000004,-93.286542,Culley's Pub,MO
210 S Water St,Stoughton,42.917187,-89.22163,Cully's Cocktail Lounge,WI
2117 N E Oregon St,Portland,45.528940000000006,-122.64396,Culmination Brewing,OR
111 S Cedros Ave,Solana Beach,32.99160283,-117.27068009999999,Culture Brewing Co.,CA
4845 Newport Ave,San Diego,32.74514165,-117.24835300000001,"Culture Brewing Co., Culture Brewing Co",CA
4358 Sepulveda Blvd,Culver City,34.003494,-118.407556,Culver City Home Brew Supply,CA
673 Franklin St,Detroit,42.330933,-83.03566,Currents,MI
307 N Link Ln,Fortcollins,40.589287,-105.04905900000001,Custom Blending Inc,CO
38558 Road 128,Cutler,36.48923,-119.286557,Cutler Winery,CA
28655 Schoenherr Rd,Warren,42.505676,-82.987263,Cutting Board,MI
4550 Silverado Trl N,Calistoga,38.575891,-122.549174,Cuvaison Estate Wines,CA
3301 Main St,Munhall,40.386551000000004,-79.90266899999999,Cuzzins Cafe Inc,PA
1532 N Graham Hopedale Rd,Burlington,36.121520000000004,-79.40908,Cuzz's Tavern,NC
1934 Asheville Dr,Charlottesville,38.032340000000005,-78.44162,Cville Hop On Tours,VA
705 W Main St,Charlottesville,38.031615,-78.489897,C'ville-ian Brewing Co,VA
301 Clematis St,W Palm Beach,26.71333,-80.05209,Cycle Party,FL
30 Nixon Ln,Edison,40.49844,-74.365944,Cypress Brewing Co,NJ
505 Lea Ave,Nashville,36.153461,-86.774017,"Czann's Brewing Co Llc, Czann's Brewing Company",TN
501 Mahantongo St,Pottsville,40.682947,-76.197819,D G Yuengling & Son Inc,PA
2555 Washington Rd,Pittsburgh,40.316874,-80.088604,D J Quesne Bottling Co,PA
38 Evergreen Dr,Portland,43.70778688,-70.31450027,D L Geary Brewing Co.,ME
4536 Footville Richmond Rd,Rock Creek,41.66151,-80.91585,D M Tavern,OH
5TH & Mahantongo Sts,Pottsville,40.682945000000004,-76.19784,D.g. Yuengling and Son Brewery,PA
11138 C Treynorth Dr,Cornelius,35.461124,-80.84743,D9 Brewing Company,NC
8901 Portage Rd,Portage,42.18744,-85.56206,Daane's,MI
6730 S Cornerstar Way,Centennial,39.59399095,-104.8065072,Dad & Dude's Breweria,CO
3601 Fremont Ave N,Seattle,47.651638,-122.350149,Dad Watsons,WA
97 W Jackson St,Cicero,40.13228,-86.0146,Daddy's O Pub,IN
1895 Clinton St,Buffalo,42.871771,-78.806156,Dad's Cafe,NY
717 W Main St,Lead,44.351135,-103.772224,Dakota Shivers Brewing,SD
32173 Government Rd,Damascus,36.639965000000004,-81.80206,Damascus Brewery,VA
2173 Government Rd,Damascus,36.622268,-81.829037,Damastus Brewery,VA
500 President Clinton Ave,Little Rock,34.74773569,-92.26548916,Damgoode Pies,AR
3964 Goodman Rd E,Southaven,34.964275,-89.92066,Dan Mcguinness Irish Pub,MS
3964 E Goodman Rd 117,Southaven,34.962379,-89.920086,Dan Mcguinness Pub,MS
1300 2nd St N E,Minneapolis,45.00100202,-93.26619963,Dangerous Man Brewing Co,MN
